,idx,target,captions,path
3663,3663,146,there is a small bird standing on the sand by the water,/shared/lisabdunlap/data/CUB_200_2011/images/147.Least_Tern/Least_Tern_0092_153361.jpg
3664,3664,146,there is a bird that is standing on the sand by itself,/shared/lisabdunlap/data/CUB_200_2011/images/147.Least_Tern/Least_Tern_0082_154396.jpg
3665,3665,146,arafed bird with black and white feathers standing on a beach,/shared/lisabdunlap/data/CUB_200_2011/images/147.Least_Tern/Least_Tern_0119_153950.jpg
3666,3666,146,arafed bird flying in the sky with its wings spread,/shared/lisabdunlap/data/CUB_200_2011/images/147.Least_Tern/Least_Tern_0056_153965.jpg
3667,3667,146,arafed bird with black and white feathers walking on a sandy beach,/shared/lisabdunlap/data/CUB_200_2011/images/147.Least_Tern/Least_Tern_0020_153458.jpg
3668,3668,146,there is a bird standing in the water on the beach,/shared/lisabdunlap/data/CUB_200_2011/images/147.Least_Tern/Least_Tern_0006_153921.jpg
3669,3669,146,there is a small bird that is standing on the sand,/shared/lisabdunlap/data/CUB_200_2011/images/147.Least_Tern/Least_Tern_0052_154021.jpg
3670,3670,146,araffe flying in the sky with its wings spread,/shared/lisabdunlap/data/CUB_200_2011/images/147.Least_Tern/Least_Tern_0046_153006.jpg
3671,3671,147,there is a small bird that is standing on the ground,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0099_154882.jpg
3672,3672,147,there is a small bird with a red head sitting on a tree stump,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0077_797443.jpg
3673,3673,147,there is a bird that is sitting on a branch in the sky,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0069_797441.jpg
3674,3674,147,there is a small bird that is sitting on the ground,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0022_154892.jpg
3675,3675,147,there is a small bird with a red head standing on the ground,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0074_154915.jpg
3676,3676,147,there is a small bird standing on the ground near a bush,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0054_154938.jpg
3677,3677,147,there is a bird that is sitting on a branch in the woods,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0096_154945.jpg
3678,3678,147,there is a bird that is sitting on a tree branch,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0046_154967.jpg
3679,3679,147,there is a small bird that is standing in the grass,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0024_154855.jpg
3680,3680,147,there is a bird that is sitting on a branch in the grass,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0076_154999.jpg
3681,3681,147,there is a bird that is sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0064_154771.jpg
3682,3682,147,there is a small bird that is sitting on the ground,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0068_154783.jpg
3683,3683,147,there is a bird that is sitting on a branch with a blue sky in the background,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0042_154801.jpg
3684,3684,147,there is a small bird sitting on a branch with a gray sky in the background,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0039_154802.jpg
3685,3685,147,there are two birds that are sitting on a wooden bench,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0060_154820.jpg
3686,3686,147,there is a small bird with a red head sitting on a tree stump,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0043_797430.jpg
3687,3687,147,there is a small bird standing on the ground in the dirt,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0027_154823.jpg
3688,3688,147,there is a bird that is standing on the ground in the woods,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0018_154825.jpg
3689,3689,147,there is a small bird that is standing in the water,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0094_797396.jpg
3690,3690,147,there is a small bird that is sitting on a rock,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0058_797399.jpg
3691,3691,147,there is a bird that is sitting on a small tree,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0025_797401.jpg
3692,3692,147,there is a small bird that is sitting on the ground,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0070_154844.jpg
3693,3693,147,there is a bird that is standing on the ground with a ball in its beak,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0011_797410.jpg
3694,3694,147,there is a small bird that is standing on the ground,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0012_797435.jpg
3695,3695,147,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0001_797412.jpg
3696,3696,148,there is a brown bird sitting on a branch in a tree,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0034_155139.jpg
3697,3697,148,there is a brown bird standing in the grass with a yellow eye,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0069_155151.jpg
3698,3698,148,there is a brown and white bird sitting on a branch,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0030_155152.jpg
3699,3699,148,there is a bird that is sitting on a railing,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0033_155156.jpg
3700,3700,148,there is a bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0021_155160.jpg
3701,3701,148,there is a brown bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0119_155170.jpg
3702,3702,148,there is a brown bird standing in the woods among the leaves,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0045_155182.jpg
3703,3703,148,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0112_155183.jpg
3704,3704,148,there is a bird that is sitting on a fence post,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0105_155187.jpg
3705,3705,148,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0126_155199.jpg
3706,3706,148,there is a bird that is standing on the ground in the grass,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0019_155216.jpg
3707,3707,148,there is a bird that is standing in the grass by some bushes,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0009_155221.jpg
3708,3708,148,there is a brown bird standing on a wooden ledge,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0010_155231.jpg
3709,3709,148,there is a bird that is standing on a wooden ledge,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0052_155254.jpg
3710,3710,148,there is a bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0081_155256.jpg
3711,3711,148,there is a brown bird standing on a rock in the water,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0093_155309.jpg
3712,3712,148,there is a brown bird standing in the grass with yellow flowers,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0121_155320.jpg
3713,3713,148,there is a bird that is standing in the grass,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0013_155329.jpg
3714,3714,148,there is a brown and white bird standing in the grass,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0074_155339.jpg
3715,3715,148,there is a brown bird standing in the grass near a rock,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0051_155344.jpg
3716,3716,148,there is a bird that is sitting in a tree with leaves,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0001_155380.jpg
3717,3717,148,there is a bird that is eating from a bird feeder,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0079_155394.jpg
3718,3718,148,there is a small bird that is standing on the ground,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0072_155406.jpg
3719,3719,148,there is a bird that is sitting on a tree branch,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0026_155438.jpg
3720,3720,148,there is a brown bird perched on a branch with white flowers,/shared/lisabdunlap/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0085_155445.jpg
3721,3721,149,there is a bird that is sitting on a post,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0025_155661.jpg
3722,3722,149,araffe sitting on a rock with its mouth open,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0066_155666.jpg
3723,3723,149,there is a bird that is sitting on a tree branch,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0040_155667.jpg
3724,3724,149,there is a bird that is standing on a wooden post,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0018_796443.jpg
3725,3725,149,there is a bird that is sitting on a plant stem,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0076_796445.jpg
3726,3726,149,there is a bird that is standing on the ground,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0095_796446.jpg
3727,3727,149,there is a small bird sitting on a wooden post,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0039_796449.jpg
3728,3728,149,there is a bird that is sitting on a tree branch,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0083_796450.jpg
3729,3729,149,there is a bird that is sitting on a post,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0031_796455.jpg
3730,3730,149,there is a bird standing in the middle of a field of twigs,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0045_155448.jpg
3731,3731,149,there is a bird that is sitting on a branch with berries,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0096_155449.jpg
3732,3732,149,there is a bird that is sitting on a branch in a tree,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0079_155718.jpg
3733,3733,149,there is a bird that is sitting on a small branch,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0051_155464.jpg
3734,3734,149,there is a bird that is sitting on a wooden post,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0060_155728.jpg
3735,3735,149,there is a small bird sitting on a rock by the water,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0070_155732.jpg
3736,3736,149,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0092_155482.jpg
3737,3737,149,there is a bird that is standing on a bush with no leaves,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0093_155501.jpg
3738,3738,149,there is a bird that is standing on the ground in the dirt,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0033_155511.jpg
3739,3739,149,there is a bird that is sitting on a post with its mouth open,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0075_155527.jpg
3740,3740,149,there is a small bird that is sitting on a branch,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0104_155529.jpg
3741,3741,149,araffe sitting on a branch of a tree with no leaves,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0014_155541.jpg
3742,3742,149,there is a bird sitting on a branch in a tree,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0069_155544.jpg
3743,3743,149,there is a bird that is sitting on top of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0021_155548.jpg
3744,3744,149,there is a bird that is sitting on a small plant,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0019_107436.jpg
3745,3745,149,there is a bird that is standing on the ground,/shared/lisabdunlap/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0043_155574.jpg
3746,3746,150,there is a small bird that is sitting on a persons hand,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0024_155905.jpg
3747,3747,150,there is a small bird perched on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0044_155819.jpg
3748,3748,150,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0015_797450.jpg
3749,3749,150,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0039_797451.jpg
3750,3750,150,there is a small bird sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0041_797452.jpg
3751,3751,150,there is a small bird that is sitting on a persons hand,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0005_797453.jpg
3752,3752,150,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0008_797454.jpg
3753,3753,150,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0027_797455.jpg
3754,3754,150,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0043_797458.jpg
3755,3755,150,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0022_797459.jpg
3756,3756,150,there is a bird that is sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0020_797461.jpg
3757,3757,150,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0014_797462.jpg
3758,3758,150,there is a small bird perched on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0028_155799.jpg
3759,3759,150,there is a bird with a red eye and a black beak,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0002_797466.jpg
3760,3760,150,there is a small bird perched on a persons hand,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0003_797467.jpg
3761,3761,150,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0029_797469.jpg
3762,3762,150,there is a bird that is sitting on a tree branch,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0035_797471.jpg
3763,3763,150,arafed bird with a black head and white chest and brown eyes,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0012_797473.jpg
3764,3764,150,araffe bird perched on a branch in a tree with leaves,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0004_797476.jpg
3765,3765,150,there is a bird that is sitting on a persons hand,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0053_797478.jpg
3766,3766,150,there is a bird sitting on a tree branch with a blue sky in the background,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0013_155815.jpg
3767,3767,150,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0007_797481.jpg
3768,3768,150,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0016_797489.jpg
3769,3769,150,there is a bird that is sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0006_797491.jpg
3770,3770,150,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0009_797493.jpg
3771,3771,151,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0060_156171.jpg
3772,3772,151,there is a bird that is sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0075_156181.jpg
3773,3773,151,there is a small bird sitting on a branch with a green background,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0025_156439.jpg
3774,3774,151,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0020_155994.jpg
3775,3775,151,there is a small bird sitting on a branch in a tree,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0112_156196.jpg
3776,3776,151,there is a small bird perched on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0054_156455.jpg
3777,3777,151,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0101_156203.jpg
3778,3778,151,there is a small bird sitting on a branch with a green and yellow color,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0110_155952.jpg
3779,3779,151,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0082_155965.jpg
3780,3780,151,there is a small bird sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0068_156222.jpg
3781,3781,151,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0121_156233.jpg
3782,3782,151,there is a bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0026_156245.jpg
3783,3783,151,there is a small bird perched on a branch in a tree,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0055_156247.jpg
3784,3784,151,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0034_156251.jpg
3785,3785,151,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0119_156259.jpg
3786,3786,151,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0065_156260.jpg
3787,3787,151,there is a small bird sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0095_156092.jpg
3788,3788,151,there is a small bird perched on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0097_156272.jpg
3789,3789,151,there is a bird that is sitting on a tree branch,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0122_156017.jpg
3790,3790,151,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0011_156276.jpg
3791,3791,151,there is a small bird perched on a branch with a worm in its mouth,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0096_155969.jpg
3792,3792,151,there is a small bird sitting on a branch in the woods,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0019_156311.jpg
3793,3793,151,there is a small bird sitting on a branch in a tree,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0031_156056.jpg
3794,3794,151,there is a small bird perched on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0089_156062.jpg
3795,3795,151,there is a small bird perched on a persons hand,/shared/lisabdunlap/data/CUB_200_2011/images/152.Blue_headed_Vireo/Blue_Headed_Vireo_0010_156344.jpg
3796,3796,152,there is a small bird sitting on a branch in the forest,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0002_156591.jpg
3797,3797,152,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0074_156492.jpg
3798,3798,152,there is a small bird sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0047_156521.jpg
3799,3799,152,there is a small bird sitting on a branch in a tree,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0042_156528.jpg
3800,3800,152,there is a small yellow bird perched on a branch,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0030_156533.jpg
3801,3801,152,araffe bird perched on a hand with a small bug in it,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0049_794756.jpg
3802,3802,152,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0085_794757.jpg
3803,3803,152,there is a small bird sitting on a branch in the forest,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0070_794758.jpg
3804,3804,152,there is a small bird sitting on a persons hand,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0029_794760.jpg
3805,3805,152,there is a small bird sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0001_156554.jpg
3806,3806,152,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0068_794763.jpg
3807,3807,152,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0040_794764.jpg
3808,3808,152,there is a small bird perched on a branch in the forest,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0034_794766.jpg
3809,3809,152,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0087_794767.jpg
3810,3810,152,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0013_794772.jpg
3811,3811,152,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0003_156565.jpg
3812,3812,152,there is a small bird that is sitting on a persons hand,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0052_794774.jpg
3813,3813,152,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0078_794776.jpg
3814,3814,152,there is a small bird perched on a branch in a tree,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0015_794778.jpg
3815,3815,152,there is a small bird perched on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0012_794785.jpg
3816,3816,152,araffe sitting on a branch of a tree with leaves in the background,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0043_794792.jpg
3817,3817,152,there is a small bird sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0039_794794.jpg
3818,3818,152,there is a small bird perched on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0071_794796.jpg
3819,3819,152,there is a small bird perched on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0046_794798.jpg
3820,3820,152,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0045_156608.jpg
3821,3821,153,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/154.Red_eyed_Vireo/Red_Eyed_Vireo_0034_157219.jpg
3822,3822,153,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/154.Red_eyed_Vireo/Red_Eyed_Vireo_0003_157226.jpg
3823,3823,153,there is a bird that is sitting on a branch with a worm in its mouth,/shared/lisabdunlap/data/CUB_200_2011/images/154.Red_eyed_Vireo/Red_Eyed_Vireo_0112_156742.jpg
3824,3824,153,there is a bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/154.Red_eyed_Vireo/Red_Eyed_Vireo_0131_156765.jpg
3825,3825,153,there is a small bird sitting on a branch in a tree,/shared/lisabdunlap/data/CUB_200_2011/images/154.Red_eyed_Vireo/Red_Eyed_Vireo_0029_156777.jpg
